Reg_Date,Reg_Year,Prop_Name_ENG,ADDRESS_ENG,Prop_Type,Estate_Size,Tower,Floor,Flat,Bed_Room,Roof,Build_Ages,Rehab_Year,SalePrice_10k,SaleableArea,Gross Area,SaleableAreaPrice,Gross Area_Price,Kindergarten,Primary_Schools,Secondary_Schools,Parks,Library,Bus_Route,Mall,Wet Market,Latitude,Longitude
14/4/2016,2016,Hongway Garden,8 NEW MARKET STREET,Estate,2,B,35,1,2,N,29,,788,467,574,"$16,874 ","$13,728 ",1,0,0,4,0,148,1,0,22.287206,114.149769
4/7/2016,2016,Hongway Garden,8 NEW MARKET STREET,Estate,2,B,7,2,2,N,29,,540,437,543,"$12,357 ","$9,945 ",1,0,0,4,0,148,1,0,22.287206,114.149769
22/4/2016,2016,6 PO YAN STREET,6 PO YAN STREET,Single,1,,4,6,,N,52,,900,752,--,"$11,968 ",--,3,2,1,5,0,41,0,0,22.285438,114.146923
11/4/2016,2016,20 PO HING FONG,20 PO HING FONG,Single,1,,2,20,,N,44,,645,338,--,"$19,083 ",--,2,5,1,9,0,75,0,0,22.284476,114.14739
7/2/2018,2018,Po Hing Court,10-18 PO HING FONG,Single,1,,10,C,,N,37,,544,304,396,"$17,895 ","$13,737 ",2,5,1,7,0,23,0,0,22.284626,114.14721
4/10/2017,2017,Po Hing Court,10-18 PO HING FONG,Single,1,,11,A ,,Y,36,,670,301,392,"$22,259 ","$17,092 ",2,5,1,7,0,23,0,0,22.284626,114.14721
22/12/2016,2016,Po Hing Court,10-18 PO HING FONG,Single,1,,2,C,,N,35,,1420,304,788,"$46,711 ","$18,020 ",2,5,1,7,0,23,0,0,22.284626,114.14721
22/11/2016,2016,Po Hing Court,10-18 PO HING FONG,Single,1,,4,A,,N,35,,460,301,392,"$15,282 ","$11,735 ",2,5,1,7,0,23,0,0,22.284626,114.14721
5/1/2018,2018,TAI HING BUILDING,22-34 PO HING FONG,Single,1,,15,C,,N,37,,512,300,430,"$17,090 ","$11,923 ",2,5,1,9,0,75,0,0,22.284357,114.147535
22/11/2016,2016,Tai Hing Building,22-34 PO HING FONG,Single,1,,5,C,,N,35,,452,300,430,"$15,067 ","$10,512 ",3,5,1,9,0,75,0,0,22.284357,114.147535
29/9/2016,2016,Tai Hing Building,22-34 PO HING FONG,Single,1,,8,C,,N,35,,450,300,430,"$15,000 ","$10,465 ",3,5,1,9,0,75,0,0,22.284357,114.147535
13/10/2017,2017,Silver Jubilee Mansion,62-72 PO HING FONG,Single,1,,2,C,,N,37,,500,293,387,"$17,065 ","$12,920 ",5,5,1,10,0,70,0,0,22.283761,114.148278
6/5/2017,2017,Silver Jubilee Mansion,62-72 PO HING FONG,Single,1,,5,C,,N,37,,515,293,387,"$17,577 ","$13,307 ",5,5,1,10,0,70,0,0,22.283761,114.148278
23/3/2017,2017,Silver Jubilee Mansion,62-72 PO HING FONG,Single,1,,6,D,,N,37,,500,288,362,"$17,361 ","$13,812 ",5,5,1,10,0,70,0,0,22.283761,114.148278
13/4/2017,2017,Tai Shing Building,12-14 TUNG STREET,Single,1,,5,A,,Y,48,,418,266,--,"$15,714 ",--,2,6,0,8,0,63,0,0,22.285193,114.149497
5/2/2018,2018,"No. 19-21, Tung Street",19-21 TUNG STREET,Single,1,,6,19,,N,51,2015,565,405,--,"$13,951 ",--,2,5,0,8,0,63,0,0,22.285275,114.147169
22/12/2017,2017,"No. 19-21, Tung Street",19-21 TUNG STREET,Single,1,,4,21,,N,50,2015,500,405,--,"$12,346 ",--,2,5,0,8,0,63,0,0,22.285275,114.147169
28/6/2016,2016,Tung Shing Building,28-30 TUNG STREET,Single,1,,5,A,,N,33,,525,358,--,"$14,665 ",--,3,2,0,9,0,32,0,0,22.284801,114.149219
25/9/2017,2017,32 TUNG STREET,32 TUNG STREET,Single,1,,3,32,,N,27,,400,319,417,"$12,539 ","$9,592 ",3,6,0,11,0,70,0,0,22.284763,114.146973
14/11/2017,2017,Tai Kei House,33-39 TUNG STREET,Single,1,,6,B,,N,42,,540,306,--,"$17,647 ",--,3,6,0,11,0,70,0,0,22.284836,114.146735
12/11/2017,2017,36-38 TUNG STREET,36-38 TUNG STREET,Single,1,,3,36,,N,41,2013,480,343,--,"$13,994 ",--,3,6,0,11,0,70,0,0,22.284671,114.146893
5/2/2017,2017,50 TUNG STREET,50 TUNG STREET,Single,1,,2,50,,N,37,,670,305,--,"$21,967 ",--,3,6,0,11,0,70,0,0,22.284483,114.146586
12/4/2017,2017,18-20 EASTERN STREET,18-20 EASTERN STREET,Single,1,,6,18,,Y,47,,479,338,--,"$14,172 ",--,1,0,0,5,0,64,0,0,22.287287,114.143857
15/8/2017,2017,18-20 EASTERN STREET,18-20 EASTERN STREET,Single,1,,4,18,,N,47,,408,338,--,"$12,071 ",--,1,0,0,5,0,64,0,0,22.287287,114.143857
10/6/2017,2017,26-28 EASTERN STREET,26-28 EASTERN STREET,Single,1,,4,26,,N,45,,400,324,--,"$12,346 ",--,1,0,0,5,0,64,0,0,22.287166,114.143848
18/9/2017,2017,26-28 EASTERN STREET,26-28 EASTERN STREET,Single,1,,3,26,,N,45,,430,324,--,"$13,272 ",--,1,0,0,5,0,64,0,0,22.287166,114.143848
18/9/2017,2017,26-28 EASTERN STREET,26-28 EASTERN STREET,Single,1,,3,28,,N,45,,430,324,--,"$13,272 ",--,1,0,0,5,0,64,0,0,22.287166,114.143848
6/6/2017,2017,26-28 EASTERN STREET,26-28 EASTERN STREET,Single,1,,6,28,,Y,45,,260,324,--,"$8,025 ",--,1,0,0,5,0,64,0,0,22.287166,114.143848
27/10/2017,2017,Wah Ming Building,2A-2B EASTERN STREET,Single,1,,4,C,,N,45,,300,254,--,"$11,811 ",--,0,0,0,5,0,58,0,0,22.288197,114.143912
11/7/2017,2017,Wah Ming Building,2A-2B EASTERN STREET,Single,1,,5,C,,N,45,,300,254,--,"$11,811 ",--,0,0,0,5,0,58,0,0,22.288197,114.143912
28/4/2017,2017,Wah Ming Building,2A-2B EASTERN STREET,Single,1,,5,A,,N,45,,400,311,--,"$12,862 ",--,0,0,0,5,0,58,0,0,22.288197,114.143912
4/10/2017,2017,Wah Ming Building,2A-2B EASTERN STREET,Single,1,,2,A,,N,45,,378,311,--,"$12,154 ",--,0,0,0,5,0,58,0,0,22.288197,114.143912
22/12/2017,2017,Winner Building,10 WING WAH LANE,Estate,2,A,4,H,,N,46,,665,376,--,"$17,686 ",--,1,2,0,3,0,33,0,0,22.281175,114.154996
20/3/2017,2017,Winner Building,10 WING WAH LANE,Estate,2,B,6,J,,N,45,,520,295,400,"$17,627 ","$13,000 ",1,2,0,3,0,33,0,0,22.281175,114.154996
14/3/2017,2017,Winner Building,10 WING WAH LANE,Estate,2,A,3,G,,N,46,,630,376,--,"$16,755 ",--,1,2,0,3,0,33,0,0,22.281175,114.154996
13/3/2017,2017,Winner Building,10 WING WAH LANE,Estate,2,A,8,G,,N,46,,638,376,--,"$16,968 ",--,1,2,0,3,0,33,0,0,22.281175,114.154996
14/10/2016,2016,Winner Building,10 WING WAH LANE,Estate,2,B,4,M,,N,44,,600,326,--,"$18,405 ",--,1,2,0,3,0,33,0,0,22.281175,114.154996
14/10/2016,2016,Winner Building,10 WING WAH LANE,Estate,2,B,4,L,,N,44,,750,393,--,"$19,084 ",--,1,2,0,3,0,33,0,0,22.281175,114.154996
14/10/2016,2016,Winner Building,10 WING WAH LANE,Estate,2,B,4,K,,N,44,,750,393,--,"$19,084 ",--,1,2,0,3,0,33,0,0,22.281175,114.154996
9/12/2016,2016,Winner Building,10 WING WAH LANE,Estate,2,B,4,J,,N,44,,600,295,--,"$20,339 ",--,1,2,0,3,0,33,0,0,22.281175,114.154996
18/8/2016,2016,Winner Building,10 WING WAH LANE,Estate,2,B,12,J,,N,44,,540,295,--,"$18,305 ",--,1,2,0,3,0,33,0,0,22.281175,114.154996
8/12/2016,2016,Winner Building,10 WING WAH LANE,Estate,2,A,12,E,,N,45,,580,385,450,"$15,065 ","$12,889 ",1,2,0,3,0,33,0,0,22.281175,114.154996
18/3/2016,2016,Winner Building,10 WING WAH LANE,Estate,2,A,8,C,,N,45,,615,378,450,"$16,270 ","$13,667 ",1,2,0,3,0,33,0,0,22.281175,114.154996
31/3/2017,2017,12-16 LOK KU ROAD,12-16 LOK KU ROAD,Single,1,,5,B,,N,50,,355,231,--,"$15,368 ",--,1,4,0,6,0,43,0,0,22.285496,114.149134
5/8/2017,2017,Pong Fai Building,2-8 LOK KU ROAD,Single,1,,6,C,,N,46,2012,498,312,--,"$15,962 ",--,3,5,0,7,0,56,0,0,22.285215,114.149079
28/2/2018,2018,Lascar Court,3 LOK KU ROAD,Single,1,,26,D,,N,27,,715,386,449,"$18,523 ","$15,924 ",3,4,0,7,0,45,0,0,22.285584,114.148882
11/6/2017,2017,Lascar Court,3 LOK KU ROAD,Single,1,,20,C,,N,26,,718,450,516,"$15,956 ","$13,915 ",3,4,0,7,0,45,0,0,22.285584,114.148882
20/10/2017,2017,Lascar Court,3 LOK KU ROAD,Single,1,,19,H,,N,26,,953,603,692,"$15,804 ","$13,772 ",3,4,0,7,0,45,0,0,22.285584,114.148882
10/11/2017,2017,Lascar Court,3 LOK KU ROAD,Single,1,,21,C,,N,26,,715,450,516,"$15,889 ","$13,857 ",3,4,0,7,0,45,0,0,22.285584,114.148882
18/5/2017,2017,Lascar Court,3 LOK KU ROAD,Single,1,,5,A,,N,26,,815,692,692,--,"$11,777 ",3,4,0,7,0,45,0,0,22.285584,114.148882
27/4/2017,2017,Lascar Court,3 LOK KU ROAD,Single,1,,20,E,,N,26,,880,603,692,"$14,594 ","$12,717 ",3,4,0,7,0,45,0,0,22.285584,114.148882
22/2/2017,2017,Lascar Court,3 LOK KU ROAD,Single,1,,23,D,,N,26,,750,386,449,"$19,430 ","$16,704 ",3,4,0,7,0,45,0,0,22.285584,114.148882
2/3/2017,2017,Lascar Court,3 LOK KU ROAD,Single,1,,28,C ,,Y,26,,730,450,524,"$16,222 ","$13,931 ",3,4,0,7,0,45,0,0,22.285584,114.148882
30/11/2016,2016,Lascar Court,3 LOK KU ROAD,Single,1,,25,D,,N,25,,570,386,449,"$14,767 ","$12,695 ",3,4,0,7,0,45,0,0,22.285584,114.148882
16/5/2016,2016,Lascar Court,3 LOK KU ROAD,Single,1,,26,B,,N,25,,600,450,524,"$13,333 ","$11,450 ",3,4,0,7,0,45,0,0,22.285584,114.148882
4/12/2016,2016,Lascar Court,3 LOK KU ROAD,Single,1,,1,F,,N,25,,580,450,516,"$12,889 ","$11,240 ",3,4,0,7,0,45,0,0,22.285584,114.148882
15/1/2018,2018,Evora Building,68 LOK KU ROAD,Single,1,,22,B ,,Y,35,,570,269,338,"$21,190 ","$16,864 ",3,3,0,6,0,42,0,0,22.284638,114.150183
3/1/2018,2018,Evora Building,68 LOK KU ROAD,Single,1,,10,D,,N,35,,485,280,363,"$17,321 ","$13,361 ",3,3,0,6,0,42,0,0,22.284638,114.150183
21/12/2017,2017,Evora Building,68 LOK KU ROAD,Single,1,,1,G,,N,34,,438,260,328,"$16,846 ","$13,354 ",3,3,0,6,0,42,0,0,22.284638,114.150183
15/12/2017,2017,Evora Building,68 LOK KU ROAD,Single,1,,20,B,,N,34,,450,269,338,"$16,729 ","$13,314 ",3,3,0,6,0,42,0,0,22.284638,114.150183
22/6/2017,2017,Evora Building,68 LOK KU ROAD,Single,1,,4,C,,N,34,,400,260,328,"$15,385 ","$12,195 ",3,3,0,6,0,42,0,0,22.284638,114.150183
25/4/2017,2017,Evora Building,68 LOK KU ROAD,Single,1,,17,D,,N,34,,500,397,512,"$12,594 ","$9,766 ",3,3,0,6,0,42,0,0,22.284638,114.150183
19/4/2017,2017,Evora Building,68 LOK KU ROAD,Single,1,,2,B,,N,34,,420,260,328,"$16,154 ","$12,805 ",3,3,0,6,0,42,0,0,22.284638,114.150183
3/1/2017,2017,Evora Building,68 LOK KU ROAD,Single,1,,4,F,,N,34,,389,260,328,"$14,962 ","$11,860 ",3,3,0,6,0,42,0,0,22.284638,114.150183
27/1/2017,2017,Evora Building,68 LOK KU ROAD,Single,1,,10,A,,N,34,,422,280,363,"$15,071 ","$11,625 ",3,3,0,6,0,42,0,0,22.284638,114.150183
23/1/2017,2017,Evora Building,68 LOK KU ROAD,Single,1,,12,G,,N,34,,400,260,328,"$15,385 ","$12,195 ",3,3,0,6,0,42,0,0,22.284638,114.150183
29/11/2016,2016,Evora Building,68 LOK KU ROAD,Single,1,,11,A,,N,33,,426,280,363,"$15,214 ","$11,736 ",3,3,0,6,0,42,0,0,22.284638,114.150183
13/9/2016,2016,Evora Building,68 LOK KU ROAD,Single,1,,3,H,,N,33,,423,280,--,"$15,136 ",--,3,3,0,6,0,42,0,0,22.284638,114.150183
9/6/2016,2016,Evora Building,68 LOK KU ROAD,Single,1,,2,E,,N,33,,393,280,363,"$14,064 ","$10,848 ",3,3,0,6,0,42,0,0,22.284638,114.150183
14/6/2016,2016,Evora Building,68 LOK KU ROAD,Single,1,,5,C,,N,33,,365,260,328,"$14,038 ","$11,128 ",3,3,0,6,0,42,0,0,22.284638,114.150183
11/1/2018,2018,1 GOUGH STREET,1 GOUGH STREET,Single,1,,5,11,,N,52,,632,372,--,"$17,000 ",--,1,1,0,8,0,67,0,0,22.284153,114.152908
29/6/2017,2017,11 GOUGH STREET,11 GOUGH STREET,Single,1,,3,11,,N,51,,750,,--,--,--,1,1,0,8,0,67,0,0,22.284138,114.15273
6/1/2017,2017,14 GOUGH STREET,14 GOUGH STREET,Single,1,,2,14,,N,47,,900,,--,--,--,1,1,0,8,0,67,0,0,22.284118,114.152711
26/5/2017,2017,14 GOUGH STREET,14 GOUGH STREET,Single,1,,4,14,,N,47,,600,306,--,"$19,608 ",--,1,1,0,8,0,67,0,0,22.284118,114.152711
14/6/2017,2017,15 GOUGH STREET,15 GOUGH STREET,Single,1,,5,15,,N,52,,738,471,--,"$15,669 ",--,1,1,0,8,0,67,0,0,22.28422,114.152653
3/8/2017,2017,18 GOUGH STREET,18 GOUGH STREET,Single,1,,3,18,,N,51,,550,380,--,"$14,474 ",--,1,1,0,8,0,67,0,0,22.284072,114.152587
24/6/2016,2016,18 GOUGH STREET,18 GOUGH STREET,Single,1,,2,18,,N,50,,565,380,--,"$14,868 ",--,1,1,0,8,0,67,0,0,22.284072,114.152587
13/6/2017,2017,Chung Shan House,2-10 GOUGH STREET,Single,1,,4,C,,N,37,,350,330,--,"$10,606 ",--,1,1,0,8,0,67,0,0,22.284011,114.152783
13/12/2017,2017,Kin Hing House,28-32 GOUGH STREET,Single,1,,3,30,,N,44,,300,285,--,"$10,526 ",--,2,1,0,9,0,68,0,0,22.284137,114.152331
20/6/2017,2017,Kin Hing House,28-32 GOUGH STREET,Single,1,,5,32,,N,44,,320,301,--,"$10,631 ",--,2,1,0,9,0,68,0,0,22.284137,114.152331
15/6/2017,2017,Kin Hing House,28-32 GOUGH STREET,Single,1,,4,30,,N,44,,470,285,--,"$16,491 ",--,2,1,0,9,0,68,0,0,22.284137,114.152331
4/6/2017,2017,Kin Hing House,28-32 GOUGH STREET,Single,1,,3,28,,N,44,,475,301,--,"$15,781 ",--,2,1,0,9,0,68,0,0,22.284137,114.152331
4/6/2016,2016,35-39A GOUGH STREET,35-39A GOUGH STREET,Single,1,,4,31,,N,47,,452,,--,--,--,2,1,0,9,0,68,0,0,22.284401,114.152263
12/1/2018,2018,35-39A GOUGH STREET,35-39A GOUGH STREET,Single,1,,2,37A,,N,60,,603,,--,--,--,1,1,0,9,0,68,0,0,22.284401,114.152263
12/1/2018,2018,35-39A GOUGH STREET,35-39A GOUGH STREET,Single,1,,2,37B,,N,60,,754,,--,--,--,1,1,0,9,0,68,0,0,22.284401,114.152263
12/1/2018,2018,35-39A GOUGH STREET,35-39A GOUGH STREET,Single,1,,3,35,,N,60,,729,428,--,"$17,040 ",--,1,1,0,9,0,68,0,0,22.284401,114.152263
12/5/2017,2017,41-43 GOUGH STREET,41-43 GOUGH STREET,Single,1,,5,41,,N,44,,552,550,--,"$10,039 ",--,1,1,0,9,0,68,0,0,22.284397,114.15219
23/1/2017,2017,44 GOUGH STREET,44 GOUGH STREET,Single,1,,2,44,,N,49,,490,,--,--,--,1,1,0,9,0,68,0,0,22.284273,114.152027
13/1/2017,2017,14 POSSESSION STREET,14 POSSESSION STREET,Single,1,,5,14,,N,50,,510,401,--,"$12,718 ",--,3,5,0,7,0,35,0,0,22.285909,114.148258
26/7/2017,2017,A16 POSSESSION STREET,A16 POSSESSION STREET,Single,1,,3,16A,,N,50,,400,401,--,"$9,975 ",--,3,5,0,7,0,35,0,0,22.285826,114.148244
26/4/2017,2017,16 POSSESSION STREET,16 POSSESSION STREET,Single,1,,6,16,,Y,50,,610,401,--,"$15,212 ",--,3,5,0,7,0,35,0,0,22.285855,114.148208
3/10/2017,2017,26 POSSESSION STREET,26 POSSESSION STREET,Single,1,,2,26,,N,47,,938,,--,--,--,3,5,0,7,0,35,0,0,22.285523,114.147963
13/10/2017,2017,Po Thai Building,9 POSSESSION STREET,Single,1,,1,B (___),2,N,32,2009,718,340,519,"$21,118 ","$13,834 ",3,5,0,7,0,35,0,0,22.285674,114.148383
6/5/2017,2017,Po Thai Building,9 POSSESSION STREET,Single,1,,7,A,2,N,32,2009,640,435,632,"$14,713 ","$10,127 ",3,5,0,7,0,35,0,0,22.285674,114.148383
5/12/2017,2017,Po Thai Building,9 POSSESSION STREET,Single,1,,17,C,2,N,32,2009,548,357,519,"$15,350 ","$10,559 ",3,5,0,7,0,35,0,0,22.285674,114.148383
5/10/2017,2017,Po Thai Building,9 POSSESSION STREET,Single,1,,15,A,2,N,32,2009,678,435,632,"$15,586 ","$10,728 ",3,5,0,7,0,35,0,0,22.285674,114.148383
4/6/2017,2017,Po Thai Building,9 POSSESSION STREET,Single,1,,8,D,1,N,32,2009,625,435,632,"$14,368 ","$9,889 ",3,5,0,7,0,35,0,0,22.285674,114.148383
31/10/2016,2016,Po Thai Building,9 POSSESSION STREET,Single,1,,10,D,1,N,31,2009,593,435,632,"$13,632 ","$9,383 ",3,5,0,7,0,35,0,0,22.285674,114.148383
20/12/2017,2017,Wing Fai Building,164-166 WING LOK STREET,Single,1,,4,B,2,N,30,,575,421,562,"$13,658 ","$10,231 ",2,0,0,2,0,62,1,0,22.287437,114.149021
13/2/2018,2018,"No. 185, Wing Lok Street",185 WING LOK STREET,Single,1,,6,__ ,,Y,46,,580,,--,--,--,2,0,0,2,0,62,0,0,22.287037,114.149166
6/3/2018,2018,Kam Yu Mansion,6 KOM U STREET,Single,1,,3,B,2,N,27,,582,353,464,"$16,487 ","$12,543 ",6,1,1,7,0,126,0,0,22.286626,114.14615
6/2/2018,2018,Kam Yu Mansion,7 KOM U STREET,Single,1,,15,D,3,N,27,,745,491,652,"$15,173 ","$11,426 ",6,1,1,7,0,126,0,0,22.286528,114.144117
16/6/2017,2017,Kam Yu Mansion,8 KOM U STREET,Single,1,,5,D,3,N,26,,632,491,652,"$12,872 ","$9,693 ",6,1,1,7,0,126,0,0,22.286582,114.146142
25/4/2017,2017,Kam Yu Mansion,8 KOM U STREET,Single,1,,14,B,2,N,26,,515,353,464,"$14,589 ","$11,099 ",6,1,1,7,0,126,0,0,22.286582,114.146142
1/10/2017,2017,Kam Yu Mansion,8 KOM U STREET,Single,1,,11,D,3,N,26,,650,491,652,"$13,238 ","$9,969 ",6,1,1,7,0,126,0,0,22.286582,114.146142
9/5/2016,2016,Kam Yu Mansion,8 KOM U STREET,Single,1,,16,A,3,N,25,,650,490,657,"$13,265 ","$9,893 ",6,1,1,7,0,126,0,0,22.286582,114.146142
19/5/2016,2016,Kam Yu Mansion,8 KOM U STREET,Single,1,,7,C,2,N,25,,471,353,464,"$13,343 ","$10,151 ",6,1,1,7,0,126,0,0,22.286582,114.146142
27/11/2017,2017,No. 7 Burd Street,7 Burd Street,Single,1,,5,7,,N,50,,398,,--,--,--,1,1,0,4,0,45,0,0,22.285308,114.15168
21/2/2018,2018,"No. 363, Queen's Road Central",363 QUEEN'S ROAD CENTRAL,Single,1,,3,363,,N,50,,402,282,--,"$14,284 ",--,3,2,0,7,0,45,0,1,22.286113,114.149287
22/9/2016,2016,On Yip Lau,207-209 QUEEN'S ROAD CENTRAL,Single,1,,5,209,,N,47,,330,290,--,"$11,379 ",--,1,1,0,6,0,124,0,1,22.284985,114.152412
28/11/2017,2017,MANHATTAN AVENUE,253-265 QUEEN'S ROAD CENTRAL,Single,1,,12,3,2,N,13,,788,415,567,"$18,988 ","$13,898 ",2,3,0,8,0,22,0,0,22.284561,114.151331
24/11/2017,2017,MANHATTAN AVENUE,253-265 QUEEN'S ROAD CENTRAL,Single,1,,8,2,2,N,13,,790,403,553,"$19,603 ","$14,286 ",2,3,0,8,0,22,0,0,22.284561,114.151331
7/10/2017,2017,MANHATTAN AVENUE,253-265 QUEEN'S ROAD CENTRAL,Single,1,,26,3,2,N,13,,780,415,567,"$18,795 ","$13,757 ",2,3,0,8,0,22,0,0,22.284561,114.151331
10/12/2016,2016,MANHATTAN AVENUE,253-265 QUEEN'S ROAD CENTRAL,Single,1,,22,2,2,N,12,,706,403,553,"$17,519 ","$12,767 ",2,3,0,8,0,22,0,0,22.284561,114.151331
25/1/2018,2018,Hollywood Terrace,268 QUEEN'S RD CENTRAL,Estate,2,B,22,A,3,N,19,,1540,756,929,"$20,370 ","$16,577 ",5,2,0,10,0,49,0,0,22.284561,114.151331
16/1/2018,2018,Hollywood Terrace,268 QUEEN'S RD CENTRAL,Estate,2,A,5,A,3,N,19,,1483,756,929,"$19,627 ","$15,972 ",5,2,0,10,0,49,0,0,22.284561,114.151331
2/1/2018,2018,Hollywood Terrace,268 QUEEN'S RD CENTRAL,Estate,2,B,25,F,2,N,19,,1183,615,755,"$19,236 ","$15,669 ",5,2,0,10,0,49,0,0,22.284561,114.151331
19/12/2017,2017,Hollywood Terrace,268 QUEEN'S RD CENTRAL,Estate,2,B,31,G,2,N,18,,1125,616,757,"$18,273 ","$14,869 ",5,2,0,10,0,49,0,0,22.284561,114.151331
24/10/2017,2017,Hollywood Terrace,268 QUEEN'S RD CENTRAL,Estate,2,B,10,B,2,N,18,,1135,615,755,"$18,455 ","$15,033 ",5,2,0,10,0,49,0,0,22.284561,114.151331
9/12/2017,2017,Hollywood Terrace,268 QUEEN'S RD CENTRAL,Estate,2,B,22,E,3,N,18,,1475,766,941,"$19,256 ","$15,675 ",5,2,0,10,0,49,0,0,22.284561,114.151331
13/7/2017,2017,Hollywood Terrace,268 QUEEN'S RD CENTRAL,Estate,2,B,27,E,3,N,18,,1450,766,941,"$18,930 ","$15,409 ",5,2,0,10,0,49,0,0,22.284561,114.151331
7/4/2017,2017,Hollywood Terrace,268 QUEEN'S RD CENTRAL,Estate,2,B,34,F,2,N,18,,1260,623,765,"$20,225 ","$16,471 ",5,2,0,10,0,49,0,0,22.284561,114.151331
22/6/2017,2017,Hollywood Terrace,268 QUEEN'S RD CENTRAL,Estate,2,A,32,F,2,N,18,,1200,615,755,"$19,512 ","$15,894 ",5,2,0,10,0,49,0,0,22.284561,114.151331
28/4/2017,2017,Hollywood Terrace,268 QUEEN'S RD CENTRAL,Estate,2,A,29,G,3,N,18,,1128,616,757,"$18,312 ","$14,901 ",5,2,0,10,0,49,0,0,22.284561,114.151331
25/4/2017,2017,Hollywood Terrace,268 QUEEN'S RD CENTRAL,Estate,2,B,18,B,2,N,18,,1040,615,755,"$16,911 ","$13,775 ",5,2,0,10,0,49,0,0,22.284561,114.151331
21/4/2017,2017,Hollywood Terrace,268 QUEEN'S RD CENTRAL,Estate,2,A,9,E,3,N,18,,1275,766,941,"$16,645 ","$13,549 ",5,2,0,10,0,49,0,0,22.284561,114.151331
13/4/2017,2017,Hollywood Terrace,268 QUEEN'S RD CENTRAL,Estate,2,B,5,B,2,N,18,,968,615,755,"$15,740 ","$12,821 ",5,2,0,10,0,49,0,0,22.284561,114.151331
4/10/2017,2017,Hollywood Terrace,268 QUEEN'S RD CENTRAL,Estate,2,B,10,D,3,N,18,,1280,765,940,"$16,732 ","$13,617 ",5,2,0,10,0,49,0,0,22.284561,114.151331
16/2/2017,2017,Hollywood Terrace,268 QUEEN'S RD CENTRAL,Estate,2,A,34,E,3,N,18,,1380,790,970,"$17,468 ","$14,227 ",5,2,0,10,0,49,0,0,22.284561,114.151331
15/2/2017,2017,Hollywood Terrace,268 QUEEN'S RD CENTRAL,Estate,2,A,21,B,2,N,18,,1050,616,757,"$17,045 ","$13,871 ",5,2,0,10,0,49,0,0,22.284561,114.151331
1/11/2017,2017,Hollywood Terrace,268 QUEEN'S RD CENTRAL,Estate,2,B,34,G,2,N,18,,1138,624,766,"$18,237 ","$14,856 ",5,2,0,10,0,49,0,0,22.284561,114.151331
15/12/2016,2016,Hollywood Terrace,268 QUEEN'S RD CENTRAL,Estate,2,B,24,G,2,N,17,,950,616,757,"$15,422 ","$12,550 ",5,2,0,10,0,49,0,0,22.284561,114.151331
16/11/2016,2016,Hollywood Terrace,268 QUEEN'S RD CENTRAL,Estate,2,B,20,C,2,N,17,,988,631,775,"$15,658 ","$12,748 ",5,2,0,10,0,49,0,0,22.284561,114.151331
11/2/2016,2016,Hollywood Terrace,268 QUEEN'S RD CENTRAL,Estate,2,B,20,H,3,N,17,,1320,756,929,"$17,460 ","$14,209 ",5,2,0,10,0,49,0,0,22.284561,114.151331
27/10/2016,2016,Hollywood Terrace,268 QUEEN'S RD CENTRAL,Estate,2,A,13,A,3,N,17,,1235,756,929,"$16,336 ","$13,294 ",5,2,0,10,0,49,0,0,22.284561,114.151331
19/10/2016,2016,Hollywood Terrace,268 QUEEN'S RD CENTRAL,Estate,2,B,15,G,2,N,17,,945,615,755,"$15,366 ","$12,517 ",5,2,0,10,0,49,0,0,22.284561,114.151331
7/4/2016,2016,Hollywood Terrace,268 QUEEN'S RD CENTRAL,Estate,2,B,5,A,3,N,17,,1050,756,929,"$13,889 ","$11,302 ",5,2,0,10,0,49,0,0,22.284561,114.151331
30/6/2016,2016,Hollywood Terrace,268 QUEEN'S RD CENTRAL,Estate,2,A,1,D,3,N,17,,798,703,864,"$11,351 ","$9,236 ",5,2,0,10,0,49,0,0,22.284561,114.151331
17/6/2016,2016,Hollywood Terrace,268 QUEEN'S RD CENTRAL,Estate,2,A,10,H,3,N,17,,1000,756,929,"$13,228 ","$10,764 ",5,2,0,10,0,49,0,0,22.284561,114.151331
6/10/2016,2016,Hollywood Terrace,268 QUEEN'S RD CENTRAL,Estate,2,B,22,G,2,N,17,,945,616,757,"$15,341 ","$12,483 ",5,2,0,10,0,49,0,0,22.284561,114.151331
5/12/2016,2016,Hollywood Terrace,268 QUEEN'S RD CENTRAL,Estate,2,A,18,C,2,N,17,,943,631,775,"$14,945 ","$12,168 ",5,2,0,10,0,49,0,0,22.284561,114.151331
26/4/2016,2016,Hollywood Terrace,268 QUEEN'S RD CENTRAL,Estate,2,B,7,E,3,N,17,,1050,766,941,"$13,708 ","$11,158 ",5,2,0,10,0,49,0,0,22.284561,114.151331
19/4/2016,2016,Hollywood Terrace,268 QUEEN'S RD CENTRAL,Estate,2,B,18,H,3,N,17,,1100,756,929,"$14,550 ","$11,841 ",5,2,0,10,0,49,0,0,22.284561,114.151331
15/4/2016,2016,Hollywood Terrace,268 QUEEN'S RD CENTRAL,Estate,2,A,27,G,2,N,17,,988,616,757,"$16,039 ","$13,052 ",5,2,0,10,0,49,0,0,22.284561,114.151331
29/12/2017,2017,Hillier Building,269-277 QUEEN'S ROAD CENTRAL,Single,1,,11,A,2,N,31,,688,390,511,"$17,641 ","$13,464 ",4,3,0,5,0,17,0,0,22.284804,114.150863
