Reg_Date,Reg_Year,Prop_Name_ENG,ADDRESS_ENG,Prop_Type,Estate_Size,Tower,Floor,Flat,Bed_Room,Roof,Build_Ages,Rehab_Year,SalePrice_10k,SaleableArea,Gross Area,SaleableAreaPrice,Gross Area_Price,Kindergarten,Primary_Schools,Secondary_Schools,Parks,Library,Bus_Route,Mall,Wet Market,Latitude,Longitude
27/1/2017,2017,Hillier Building,269-277 QUEEN'S ROAD CENTRAL,Single,1,,23,C ,2,Y,30,,710,396,525,"$17,929 ","$13,524 ",4,3,0,5,0,17,0,0,22.284804,114.150863
19/6/2017,2017,Central Mansion (house),270-276 QUEEN'S ROAD CENTRAL,Single,1,,1,NA,,N,42,,615,,--,--,--,4,3,0,9,0,54,0,0,22.284438,114.150763
5/4/2017,2017,Central Mansion (house),270-276 QUEEN'S ROAD CENTRAL,Single,1,,17,B,,N,42,,1010,591,--,"$17,090 ",--,4,3,0,9,0,54,0,0,22.284438,114.150763
20/3/2017,2017,Central Mansion (house),270-276 QUEEN'S ROAD CENTRAL,Single,1,,2,NA,,N,42,,509,,--,--,--,4,3,0,9,0,54,0,0,22.284438,114.150763
20/3/2017,2017,Central Mansion (house),270-276 QUEEN'S ROAD CENTRAL,Single,1,,3,NA,,N,42,,507,,--,--,--,4,3,0,9,0,54,0,0,22.284438,114.150763
20/3/2017,2017,Central Mansion (house),270-276 QUEEN'S ROAD CENTRAL,Single,1,,4,NA,,N,42,,464,,--,--,--,4,3,0,9,0,54,0,0,22.284438,114.150763
18/11/2016,2016,Central Mansion (house),270-276 QUEEN'S ROAD CENTRAL,Single,1,,5,NA,,N,41,,408,,--,--,--,4,3,0,9,0,54,0,0,22.284438,114.150763
25/10/2016,2016,Central Mansion (house),270-276 QUEEN'S ROAD CENTRAL,Single,1,,6,NA,,N,41,,400,,--,--,--,4,3,0,9,0,54,0,0,22.284438,114.150763
24/10/2016,2016,Central Mansion (house),270-276 QUEEN'S ROAD CENTRAL,Single,1,,7,NA,,N,41,,390,,--,--,--,4,3,0,9,0,54,0,0,22.284438,114.150763
30/9/2016,2016,Central Mansion (house),270-276 QUEEN'S ROAD CENTRAL,Single,1,,21,A,,N,41,,760,635,--,"$11,969 ",--,4,3,0,9,0,54,0,0,22.284438,114.150763
12/11/2017,2017,Lee Fung Building,315-319 QUEEN'S ROAD CENTRAL,Single,1,,7,E,,N,39,2008,395,250,--,"$15,800 ",--,1,2,0,5,0,48,0,0,22.285485,114.150206
22/8/2017,2017,Lee Fung Building,315-319 QUEEN'S ROAD CENTRAL,Single,1,,3,A,,N,39,2008,480,234,--,"$20,513 ",--,1,2,0,5,0,48,0,0,22.285485,114.150206
4/6/2017,2017,Lee Fung Building,315-319 QUEEN'S ROAD CENTRAL,Single,1,,9,E,,N,39,2008,396,250,332,"$15,840 ","$11,928 ",1,2,0,5,0,48,0,0,22.285485,114.150206
28/11/2016,2016,Lee Fung Building,315-319 QUEEN'S ROAD CENTRAL,Single,1,,4,B,,N,38,2008,433,310,--,"$13,968 ",--,1,2,0,5,0,48,0,0,22.285485,114.150206
24/8/2016,2016,Lee Fung Building,315-319 QUEEN'S ROAD CENTRAL,Single,1,,19,B,,N,38,2008,381,,--,--,--,1,2,0,5,0,48,0,0,22.285485,114.150206
15/2/2018,2018,Carbo Mansion,325-329 QUEEN'S ROAD CENTRAL,Single,1,,1,A,1,N,30,,510,328,488,"$15,549 ","$10,451 ",0,2,0,2,0,33,0,1,22.2856,114.150145
22/11/2017,2017,Carbo Mansion,325-329 QUEEN'S ROAD CENTRAL,Single,1,,17,A,1,N,29,,577,328,488,"$17,591 ","$11,824 ",0,2,0,2,0,33,0,1,22.2856,114.150145
27/6/2017,2017,Carbo Mansion,325-329 QUEEN'S ROAD CENTRAL,Single,1,,22,B (___),2,N,29,,583,343,488,"$16,997 ","$11,947 ",0,2,0,2,0,33,0,1,22.2856,114.150145
5/5/2016,2016,Carbo Mansion,325-329 QUEEN'S ROAD CENTRAL,Single,1,,12,C,1,N,28,,428,281,420,"$15,231 ","$10,190 ",0,2,0,2,0,33,0,1,22.2856,114.150145
11/1/2017,2017,Midland Centre,328 QUEEN'S ROAD CENTRAL,Estate,2,B,24,4,1,N,37,,550,336,478,"$16,369 ","$11,506 ",0,4,0,6,0,38,0,0,22.285267,114.149927
10/10/2017,2017,Midland Centre,328 QUEEN'S ROAD CENTRAL,Estate,2,A,6,7,1,N,37,,470,336,478,"$13,988 ","$9,833 ",0,4,0,6,0,38,0,0,22.285267,114.149927
7/10/2017,2017,Midland Centre,328 QUEEN'S ROAD CENTRAL,Estate,2,B,11,4,1,N,37,,500,336,478,"$14,881 ","$10,460 ",0,4,0,6,0,38,0,0,22.285267,114.149927
26/6/2017,2017,Midland Centre,328 QUEEN'S ROAD CENTRAL,Estate,2,B,8,8,1,N,37,,510,336,478,"$15,179 ","$10,669 ",0,4,0,6,0,38,0,0,22.285267,114.149927
19/6/2017,2017,Midland Centre,328 QUEEN'S ROAD CENTRAL,Estate,2,B,4,6,1,N,37,,420,285,405,"$14,737 ","$10,370 ",0,4,0,6,0,38,0,0,22.285267,114.149927
21/4/2017,2017,Midland Centre,328 QUEEN'S ROAD CENTRAL,Estate,2,B,15,7,1,N,37,,512,336,478,"$15,238 ","$10,711 ",0,4,0,6,0,38,0,0,22.285267,114.149927
27/3/2017,2017,Midland Centre,328 QUEEN'S ROAD CENTRAL,Estate,2,A,14,6,1,N,37,,447,285,405,"$15,684 ","$11,037 ",0,4,0,6,0,38,0,0,22.285267,114.149927
15/2/2017,2017,Midland Centre,328 QUEEN'S ROAD CENTRAL,Estate,2,B,6,6,1,N,37,,428,285,405,"$15,018 ","$10,568 ",0,4,0,6,0,38,0,0,22.285267,114.149927
18/1/2017,2017,Midland Centre,328 QUEEN'S ROAD CENTRAL,Estate,2,B,9,7,1,N,37,,510,336,478,"$15,179 ","$10,669 ",0,4,0,6,0,38,0,0,22.285267,114.149927
26/9/2016,2016,Midland Centre,328 QUEEN'S ROAD CENTRAL,Estate,2,A,3,1 (___),1,N,36,,400,285,405,"$14,035 ","$9,877 ",0,4,0,6,0,38,0,0,22.285267,114.149927
9/12/2016,2016,Midland Centre,328 QUEEN'S ROAD CENTRAL,Estate,2,A,7,2,1,N,36,,380,285,405,"$13,333 ","$9,383 ",0,4,0,6,0,38,0,0,22.285267,114.149927
15/7/2016,2016,Midland Centre,328 QUEEN'S ROAD CENTRAL,Estate,2,A,7,4,1,N,36,,443,336,478,"$13,185 ","$9,268 ",0,4,0,6,0,38,0,0,22.285267,114.149927
23/5/2016,2016,Midland Centre,328 QUEEN'S ROAD CENTRAL,Estate,2,A,21,2,1,N,36,,400,285,405,"$14,035 ","$9,877 ",0,4,0,6,0,38,0,0,22.285267,114.149927
30/8/2017,2017,Welland Building,350-368 QUEEN'S ROAD CENTRAL,Single,1,,14,E,2,N,35,,640,425,530,"$15,059 ","$12,075 ",3,2,0,7,0,45,1,1,22.285835,114.149091
5/9/2017,2017,Welland Building,350-368 QUEEN'S ROAD CENTRAL,Single,1,,12,G,2,N,35,,530,341,431,"$15,543 ","$12,297 ",3,2,0,7,0,45,1,1,22.285835,114.149091
1/10/2017,2017,Welland Building,350-368 QUEEN'S ROAD CENTRAL,Single,1,,12,E,2,N,35,,555,425,530,"$13,059 ","$10,472 ",3,2,0,7,0,45,1,1,22.285835,114.149091
18/12/2017,2017,Fook Sing Court,378 QUEEN'S ROAD CENTRAL,Single,1,,12,E,2,N,31,,738,531,724,"$13,898 ","$10,193 ",3,1,0,5,0,45,1,0,22.285962,114.148696
23/12/2016,2016,Fook Sing Court,378 QUEEN'S ROAD CENTRAL,Single,1,,6,G,2,N,30,,600,481,657,"$12,474 ","$9,132 ",3,1,0,5,0,45,1,0,22.285962,114.148696
16/11/2016,2016,Fook Sing Court,378 QUEEN'S ROAD CENTRAL,Single,1,,10,C,2,N,30,,545,474,646,"$11,498 ","$8,437 ",3,1,0,5,0,45,1,0,22.285962,114.148696
10/6/2016,2016,Fook Sing Court,378 QUEEN'S ROAD CENTRAL,Single,1,,12,G,2,N,30,,630,481,657,"$13,098 ","$9,589 ",3,1,0,5,0,45,1,0,22.285962,114.148696
23/6/2016,2016,Fook Sing Court,378 QUEEN'S ROAD CENTRAL,Single,1,,16,C,2,N,30,,790,492,671,"$16,057 ","$11,773 ",3,1,0,5,0,45,1,0,22.285962,114.148696
27/4/2016,2016,Fook Sing Court,378 QUEEN'S ROAD CENTRAL,Single,1,,12,D,2,N,30,,650,531,724,"$12,241 ","$8,978 ",3,1,0,5,0,45,1,0,22.285962,114.148696
21/3/2017,2017,135-139 Queen's Road West,135-139 Queen's Road West,Single,1,,3,139,,N,50,2016,410,393,--,"$10,433 ",--,7,1,1,6,0,121,0,0,22.286407,114.145882
14/7/2017,2017,142-144 Queen's Road West,142-144 Queen's Road West,Single,1,,5,A,,N,44,,482,388,--,"$12,423 ",--,7,1,1,6,0,121,0,0,22.286518,114.14529
28/6/2017,2017,142-144 Queen's Road West,142-144 Queen's Road West,Single,1,,6,A,,N,44,,608,388,--,"$15,670 ",--,7,1,1,6,0,121,0,0,22.286518,114.14529
11/3/2016,2016,156-158 Queen's Road West,156-158 Queen's Road West,Single,1,,2,156A,,N,45,,500,329,--,"$15,198 ",--,3,1,1,5,0,80,0,0,22.286747,114.145104
13/4/2016,2016,156-158 Queen's Road West,156-158 Queen's Road West,Single,1,,3,156A,,N,45,,450,329,--,"$13,678 ",--,3,1,1,5,0,80,0,0,22.286747,114.145104
4/12/2016,2016,156-158 Queen's Road West,156-158 Queen's Road West,Single,1,,5,158,,N,45,,510,383,--,"$13,316 ",--,3,1,1,5,0,80,0,0,22.286747,114.145104
4/12/2016,2016,156-158 Queen's Road West,156-158 Queen's Road West,Single,1,,2,156,,N,45,,560,385,--,"$14,545 ",--,3,1,1,5,0,80,0,0,22.286747,114.145104
4/7/2016,2016,156-158 Queen's Road West,156-158 Queen's Road West,Single,1,,3,158,,N,45,,510,383,--,"$13,316 ",--,3,1,1,5,0,80,0,0,22.286747,114.145104
4/6/2016,2016,156-158 Queen's Road West,156-158 Queen's Road West,Single,1,,2,158,,N,45,,560,383,--,"$14,621 ",--,3,1,1,5,0,80,0,0,22.286747,114.145104
4/6/2016,2016,156-158 Queen's Road West,156-158 Queen's Road West,Single,1,,3,156,,N,45,,510,385,--,"$13,247 ",--,3,1,1,5,0,80,0,0,22.286747,114.145104
4/6/2016,2016,156-158 Queen's Road West,156-158 Queen's Road West,Single,1,,4,156A,,N,45,,450,329,--,"$13,678 ",--,3,1,1,5,0,80,0,0,22.286747,114.145104
30/3/2016,2016,156-158 Queen's Road West,156-158 Queen's Road West,Single,1,,6,158,,Y,45,,560,383,--,"$14,621 ",--,3,1,1,5,0,80,0,0,22.286747,114.145104
30/3/2016,2016,156-158 Queen's Road West,156-158 Queen's Road West,Single,1,,4,158,,N,45,,510,383,--,"$13,316 ",--,3,1,1,5,0,80,0,0,22.286747,114.145104
30/3/2016,2016,156-158 Queen's Road West,156-158 Queen's Road West,Single,1,,4,156,,N,45,,510,385,--,"$13,247 ",--,3,1,1,5,0,80,0,0,22.286747,114.145104
30/3/2016,2016,156-158 Queen's Road West,156-158 Queen's Road West,Single,1,,5,156A,,N,45,,450,329,--,"$13,678 ",--,3,1,1,5,0,80,0,0,22.286747,114.145104
23/3/2016,2016,156-158 Queen's Road West,156-158 Queen's Road West,Single,1,,6,156A ,,Y,45,,500,329,--,"$15,198 ",--,3,1,1,5,0,80,0,0,22.286747,114.145104
23/3/2016,2016,156-158 Queen's Road West,156-158 Queen's Road West,Single,1,,5,156,,N,45,,510,385,--,"$13,247 ",--,3,1,1,5,0,80,0,0,22.286747,114.145104
23/3/2016,2016,156-158 Queen's Road West,156-158 Queen's Road West,Single,1,,6,156,,Y,45,,560,385,--,"$14,545 ",--,3,1,1,5,0,80,0,0,22.286747,114.145104
5/9/2017,2017,16-18 Queen's Road West,16-18 Queen's Road West,Single,1,,5,18,,N,54,,492,488,--,"$10,082 ",--,2,1,0,4,0,56,0,0,22.280497,114.157382
20/4/2017,2017,16-18 Queen's Road West,16-18 Queen's Road West,Single,1,,6,16,,Y,54,,545,495,--,"$11,010 ",--,2,1,0,4,0,56,0,0,22.280497,114.157382
18/7/2017,2017,160-162 Queen's Road West,160-162 Queen's Road West,Single,1,,5,162,,N,53,,850,713,--,"$11,921 ",--,3,1,1,5,0,80,0,0,22.286767,114.14508
18/7/2017,2017,160-162 Queen's Road West,160-162 Queen's Road West,Single,1,,4,160,,N,53,,850,682,--,"$12,463 ",--,3,1,1,5,0,80,0,0,22.286767,114.14508
18/7/2017,2017,160-162 Queen's Road West,160-162 Queen's Road West,Single,1,,2,160,,N,53,,900,682,--,"$13,196 ",--,3,1,1,5,0,80,0,0,22.286767,114.14508
18/7/2017,2017,160-162 Queen's Road West,160-162 Queen's Road West,Single,1,,6,162,,Y,53,,950,713,--,"$13,324 ",--,3,1,1,5,0,80,0,0,22.286767,114.14508
18/7/2017,2017,160-162 Queen's Road West,160-162 Queen's Road West,Single,1,,3,160,,N,53,,850,682,--,"$12,463 ",--,3,1,1,5,0,80,0,0,22.286767,114.14508
18/7/2017,2017,160-162 Queen's Road West,160-162 Queen's Road West,Single,1,,6,160,,Y,53,,950,682,--,"$13,930 ",--,3,1,1,5,0,80,0,0,22.286767,114.14508
18/7/2017,2017,160-162 Queen's Road West,160-162 Queen's Road West,Single,1,,3,162,,N,53,,850,713,--,"$11,921 ",--,3,1,1,5,0,80,0,0,22.286767,114.14508
18/7/2017,2017,160-162 Queen's Road West,160-162 Queen's Road West,Single,1,,5,160,,N,53,,850,682,--,"$12,463 ",--,3,1,1,5,0,80,0,0,22.286767,114.14508
8/8/2017,2017,164-166 Queen's Road West,164-166 Queen's Road West,Single,1,,2,164,,N,45,,470,304,--,"$15,461 ",--,3,1,1,5,0,80,0,0,22.286806,114.145002
6/2/2017,2017,164-166 Queen's Road West,164-166 Queen's Road West,Single,1,,2,166,,N,45,,468,312,480,"$15,011 ","$9,757 ",3,1,1,5,0,80,0,0,22.286806,114.145002
29/5/2017,2017,164-166 Queen's Road West,164-166 Queen's Road West,Single,1,,5,164A,,N,45,,443,,--,--,--,3,1,1,5,0,80,0,0,22.286806,114.145002
27/11/2017,2017,168-170 Queen's Road West,168-170 Queen's Road West,Single,1,,5,C,,N,43,,578,288,--,"$20,069 ",--,3,1,1,5,0,80,0,0,22.286884,114.144938
10/11/2017,2017,168-170 Queen's Road West,168-170 Queen's Road West,Single,1,,3,B,,N,43,,390,338,--,"$11,538 ",--,3,1,1,5,0,80,0,0,22.286884,114.144938
5/4/2017,2017,168-170 Queen's Road West,168-170 Queen's Road West,Single,1,,6,C ,,Y,43,,429,288,--,"$14,896 ",--,3,1,1,5,0,80,0,0,22.286884,114.144938
26/1/2017,2017,179-181 Queen's Road West,179-181 Queen's Road West,Single,1,,3,181,,N,53,,408,597,--,"$6,834 ",--,4,0,1,6,0,84,0,0,22.287096,114.145135
12/1/2017,2017,183 Queen's Road West,183 Queen's Road West,Single,1,,4,183,,N,48,,450,501,--,"$8,982 ",--,4,0,1,6,0,84,0,0,22.287082,114.145029
1/2/2018,2018,188-190 Queen's Road West,188-190 Queen's Road West,Single,1,,5,190,,N,39,,408,264,--,"$15,455 ",--,4,0,1,6,0,84,0,0,22.286905,114.144466
11/8/2017,2017,192-194 Queen's Road West,192-194 Queen's Road West,Single,1,,4,192,,N,47,,475,305,--,"$15,574 ",--,4,0,1,6,0,84,0,0,22.286866,114.144379
19/9/2017,2017,192-194 Queen's Road West,192-194 Queen's Road West,Single,1,,3,192,,N,47,,400,305,--,"$13,115 ",--,4,0,1,6,0,84,0,0,22.286866,114.144379
14/11/2017,2017,204-208 Queen's Road West,204-208 Queen's Road West,Single,1,,5,B,,N,35,,768,510,--,"$15,059 ",--,4,0,1,6,0,84,0,0,22.286787,114.144163
9/1/2017,2017,224 Queen's Road West,224 Queen's Road West,Single,1,,6,B,,N,42,,433,309,--,"$14,013 ",--,4,0,1,6,0,84,0,0,22.286725,114.143759
19/10/2016,2016,58-60 Queen's Road West,58-60 Queen's Road West,Single,1,,4,60,,N,46,,330,,--,--,--,1,1,1,5,0,101,0,0,22.286507,114.147421
26/8/2016,2016,62-64 Queen's Road West,62-64 Queen's Road West,Single,1,,5,62,,N,46,,450,438,--,"$10,274 ",--,1,1,1,5,0,101,0,0,22.286459,114.147394
15/9/2017,2017,70-72 Queen's Road West,70-72 Queen's Road West,Single,1,,6,A ,,Y,46,,650,388,--,"$16,753 ",--,1,1,1,5,0,101,0,0,22.286411,114.147295
30/11/2016,2016,70-72 Queen's Road West,70-72 Queen's Road West,Single,1,,4,C,,N,45,,400,324,--,"$12,346 ",--,1,1,1,5,0,101,0,0,22.286411,114.147295
20/4/2016,2016,70-72 Queen's Road West,70-72 Queen's Road West,Single,1,,6,C ,,Y,45,,430,324,--,"$13,272 ",--,1,1,1,5,0,101,0,0,22.286411,114.147295
12/7/2017,2017,Ko Shing Building,78-80 Queen's Road West,Estate,2,,6,A,,N,51,,450,391,--,"$11,509 ",--,1,1,1,5,0,101,0,0,22.286276,114.147256
30/10/2017,2017,Ko Shing Building,78-80 Queen's Road West,Estate,2,,5,A,,N,51,,450,,--,--,--,1,1,1,5,0,101,0,0,22.286276,114.147256
26/10/2017,2017,Ko Shing Building,78-80 Queen's Road West,Estate,2,,7,B,,N,51,,450,391,--,"$11,509 ",--,1,1,1,5,0,101,0,0,22.286276,114.147256
18/10/2017,2017,Ko Shing Building,78-80 Queen's Road West,Estate,2,,9,B,,Y,51,,480,391,--,"$12,276 ",--,1,1,1,5,0,101,0,0,22.286276,114.147256
17/10/2017,2017,Ko Shing Building,78-80 Queen's Road West,Estate,2,,6,B,,N,51,,450,391,--,"$11,509 ",--,1,1,1,5,0,101,0,0,22.286276,114.147256
9/7/2017,2017,Ko Shing Building,78-80 Queen's Road West,Estate,2,,8,B,,N,51,,450,391,--,"$11,509 ",--,1,1,1,5,0,101,0,0,22.286276,114.147256
8/8/2017,2017,9 Queen's Road West,9 Queen's Road West,Single,1,,2,9,,N,50,,480,471,--,"$10,191 ",--,2,1,0,4,0,56,1,0,22.286462,114.148616
2/3/2018,2018,The Standard Chartered Bank Building,102-106 QUEEN'S ROAD WEST,Single,1,,5,A,,N,52,,530,478,--,"$11,088 ",--,6,1,1,2,0,92,0,0,22.286095,114.146188
2/3/2018,2018,KIU FAT BUILDING,115-119 QUEEN'S ROAD WEST,Estate,2,F,23,2,,N,44,2013,865,513,--,"$16,862 ",--,5,1,1,6,0,76,0,0,22.286607,114.146397
11/10/2016,2016,KIU FAT BUILDING,115-119 QUEEN'S ROAD WEST,Estate,2,B,24,2,,N,42,2013,526,453,--,"$11,611 ",--,5,1,1,6,0,76,0,0,22.286607,114.146397
26/2/2018,2018,Macro Garden (ka Lok Garden),128 QUEEN'S ROAD WEST,Single,1,,18,C,2,N,23,,550,298,493,"$18,456 ","$11,156 ",6,2,1,7,0,126,0,0,22.286183,114.145631
13/2/2018,2018,Macro Garden (ka Lok Garden),128 QUEEN'S ROAD WEST,Single,1,,12,B,2,N,23,,580,315,541,"$18,413 ","$10,721 ",6,2,1,7,0,126,0,0,22.286183,114.145631
12/8/2017,2017,Macro Garden (ka Lok Garden),128 QUEEN'S ROAD WEST,Single,1,,2,A,2,N,22,,500,298,493,"$16,779 ","$10,142 ",7,2,1,7,0,126,0,0,22.286183,114.145631
30/8/2017,2017,Macro Garden (ka Lok Garden),128 QUEEN'S ROAD WEST,Single,1,,30,B,2,N,22,,550,315,541,"$17,460 ","$10,166 ",7,2,1,7,0,126,0,0,22.286183,114.145631
14/6/2017,2017,Macro Garden (ka Lok Garden),128 QUEEN'S ROAD WEST,Single,1,,20,A,2,N,22,,510,298,493,"$17,114 ","$10,345 ",7,2,1,7,0,126,0,0,22.286183,114.145631
18/5/2017,2017,Macro Garden (ka Lok Garden),128 QUEEN'S ROAD WEST,Single,1,,11,B,2,N,22,,530,315,559,"$16,825 ","$9,481 ",7,2,1,7,0,126,0,0,22.286183,114.145631
4/11/2017,2017,Macro Garden (ka Lok Garden),128 QUEEN'S ROAD WEST,Single,1,,25,C,2,N,22,,510,298,493,"$17,114 ","$10,345 ",7,2,1,7,0,126,0,0,22.286183,114.145631
29/3/2017,2017,Macro Garden (ka Lok Garden),128 QUEEN'S ROAD WEST,Single,1,,19,B,2,N,22,,475,315,541,"$15,079 ","$8,780 ",7,2,1,7,0,126,0,0,22.286183,114.145631
11/4/2016,2016,Macro Garden (ka Lok Garden),128 QUEEN'S ROAD WEST,Single,1,,1,B,2,N,21,,478,315,541,"$15,175 ","$8,835 ",7,2,1,7,0,126,0,0,22.286183,114.145631
10/5/2016,2016,Macro Garden (ka Lok Garden),128 QUEEN'S ROAD WEST,Single,1,,30,C,2,N,21,,483,298,512,"$16,208 ","$9,434 ",7,2,1,7,0,126,0,0,22.286183,114.145631
8/2/2017,2017,Fu Tai Mansion,138-140 QUEEN'S ROAD WEST,Single,1,,6,C ,,Y,40,,690,375,--,"$18,400 ",--,7,1,1,6,0,121,0,0,22.286452,114.145306
7/2/2018,2018,Wing Cheung Building,141-151 QUEEN'S ROAD WEST,Single,1,,3,145,,N,49,,520,360,--,"$14,444 ",--,6,1,1,2,0,73,0,0,22.286561,114.145729
13/4/2017,2017,Wing Cheung Building,141-151 QUEEN'S ROAD WEST,Single,1,,5,143,,N,48,,490,360,--,"$13,611 ",--,6,1,1,2,0,73,0,0,22.286561,114.145729
27/7/2017,2017,Teen Wo Building,146-148 QUEEN'S ROAD WEST,Single,1,,1,C (___),,N,37,,512,277,--,"$18,484 ",--,7,1,1,6,0,103,0,0,22.286567,114.145201
21/4/2017,2017,Tat Hing Building,182-186 QUEEN'S ROAD WEST,Single,1,,6,B,,Y,44,,308,246,--,"$12,520 ",--,4,1,1,6,0,96,0,0,22.286904,114.144554
30/3/2016,2016,Tat Hing Building,182-186 QUEEN'S ROAD WEST,Single,1,,2,B,,N,43,,240,246,--,"$9,756 ",--,4,1,1,6,0,96,0,0,22.286904,114.144554
7/6/2016,2016,Fulfil Building,196-198 QUEEN'S ROAD WEST,Single,1,,4,198,,N,35,,288,245,--,"$11,755 ",--,2,1,1,7,0,101,0,0,22.286749,114.144319
26/2/2018,2018,Wah Lee Building,210-218 QUEEN'S ROAD WEST,Single,1,,14,D,,N,40,,480,319,--,"$15,047 ",--,5,0,1,8,0,101,0,0,22.286657,114.144005
22/6/2016,2016,Wah Lee Building,210-218 QUEEN'S ROAD WEST,Single,1,,21,E,,N,38,,400,497,--,"$8,048 ",--,5,0,1,8,0,101,0,0,22.286657,114.144005
24/1/2018,2018,Rich Court,213 QUEEN'S ROAD WEST,Single,1,,9,213,2,N,27,,526,344,564,"$15,291 ","$9,326 ",4,0,1,6,0,87,0,0,22.28704,114.144272
7/3/2018,2018,Sun Shing Mansion,27-39 QUEEN'S ROAD WEST,Single,1,,8,E,,N,33,,560,436,517,"$12,844 ","$10,832 ",2,1,0,4,0,56,0,0,22.286878,114.148418
6/12/2017,2017,Sun Shing Mansion,27-39 QUEEN'S ROAD WEST,Single,1,,19,G,,N,32,,500,367,476,"$13,624 ","$10,504 ",2,1,0,4,0,56,0,0,22.286878,114.148418
6/5/2017,2017,Sun Shing Mansion,27-39 QUEEN'S ROAD WEST,Single,1,,6,D,,N,32,,610,436,517,"$13,991 ","$11,799 ",2,1,0,4,0,56,0,0,22.286878,114.148418
15/3/2017,2017,Sun Shing Mansion,27-39 QUEEN'S ROAD WEST,Single,1,,23,D,,N,32,,620,436,520,"$14,220 ","$11,923 ",2,1,0,4,0,56,0,0,22.286878,114.148418
21/2/2017,2017,Sun Shing Mansion,27-39 QUEEN'S ROAD WEST,Single,1,,22,D,,N,32,,610,436,517,"$13,991 ","$11,799 ",2,1,0,4,0,56,0,0,22.286878,114.148418
23/1/2017,2017,Sun Shing Mansion,27-39 QUEEN'S ROAD WEST,Single,1,,1,E,,N,32,,818,436,517,"$18,761 ","$15,822 ",2,1,0,4,0,56,0,0,22.286878,114.148418
12/5/2016,2016,Sun Shing Mansion,27-39 QUEEN'S ROAD WEST,Single,1,,16,D,,N,31,,590,436,517,"$13,532 ","$11,412 ",2,1,0,4,0,56,0,0,22.286878,114.148418
11/2/2016,2016,Sun Shing Mansion,27-39 QUEEN'S ROAD WEST,Single,1,,10,B,,N,31,,528,367,476,"$14,387 ","$11,092 ",2,1,0,4,0,56,0,0,22.286878,114.148418
8/12/2016,2016,Sun Shing Mansion,27-39 QUEEN'S ROAD WEST,Single,1,,4,E,,N,31,,552,436,517,"$12,661 ","$10,677 ",2,1,0,4,0,56,0,0,22.286878,114.148418
8/11/2017,2017,Medal Court,38 QUEEN'S ROAD WEST,Single,1,,10,B,,N,13,,588,371,599,"$15,849 ","$9,816 ",2,1,0,4,0,80,0,0,22.286653,114.147907
14/12/2017,2017,Lai Yan Lau,42-56 QUEEN'S ROAD WEST,Single,1,,9,B,,N,37,,490,304,381,"$16,118 ","$12,861 ",3,1,1,5,0,118,0,0,22.286535,114.147604
11/4/2016,2016,Lai Yan Lau,42-56 QUEEN'S ROAD WEST,Single,1,,17,E,,N,36,,419,263,330,"$15,932 ","$12,697 ",3,1,1,5,0,118,0,0,22.286535,114.147604
16/8/2016,2016,Lai Yan Lau,42-56 QUEEN'S ROAD WEST,Single,1,,17,C,,N,36,,423,304,--,"$13,941 ",--,3,1,1,5,0,118,0,0,22.286535,114.147604
2/3/2018,2018,Queen's Terrace,1 QUEEN STREET ,Estate,3,1,21,A,2,N,15,,770,393,570,"$19,593 ","$13,509 ",2,1,1,3,0,66,0,1,22.287184,114.147002
23/2/2018,2018,Queen's Terrace,1 QUEEN STREET ,Estate,3,1,8,H,1,N,15,,680,322,468,"$21,118 ","$14,530 ",2,1,1,3,0,66,0,1,22.287184,114.147002
26/1/2018,2018,Queen's Terrace,1 QUEEN STREET ,Estate,3,1,2,B,3,N,15,,800,516,759,"$15,504 ","$10,540 ",2,1,1,3,0,66,0,1,22.287184,114.147002
19/1/2018,2018,Queen's Terrace,1 QUEEN STREET ,Estate,3,3,32,E,2,N,15,,940,478,687,"$19,665 ","$13,683 ",2,1,1,3,0,66,0,1,22.287184,114.147002
17/1/2018,2018,Queen's Terrace,1 QUEEN STREET ,Estate,3,3,21,E,2,N,15,,896,478,687,"$18,745 ","$13,042 ",2,1,1,3,0,66,0,1,22.287184,114.147002
17/1/2018,2018,Queen's Terrace,1 QUEEN STREET ,Estate,3,2,6,I,3,N,15,,930,516,759,"$18,023 ","$12,253 ",2,1,1,3,0,66,0,1,22.287184,114.147002
15/1/2018,2018,Queen's Terrace,1 QUEEN STREET ,Estate,3,2,3,I,3,N,15,,905,516,759,"$17,539 ","$11,924 ",2,1,1,3,0,66,0,1,22.287184,114.147002
10/1/2018,2018,Queen's Terrace,1 QUEEN STREET ,Estate,3,3,17,B,3,N,15,,880,499,717,"$17,635 ","$12,273 ",2,1,1,3,0,66,0,1,22.287184,114.147002
29/12/2017,2017,Queen's Terrace,1 QUEEN STREET ,Estate,3,3,43,C,2,N,15,,800,490,695,"$16,327 ","$11,511 ",2,1,1,3,0,66,0,1,22.287184,114.147002
18/12/2017,2017,Queen's Terrace,1 QUEEN STREET ,Estate,3,2,23,I,3,N,14,,960,516,759,"$18,605 ","$12,648 ",2,1,1,3,0,66,0,1,22.287184,114.147002
15/12/2017,2017,Queen's Terrace,1 QUEEN STREET ,Estate,3,2,23,D,3,N,14,,1000,520,767,"$19,231 ","$13,038 ",2,1,1,3,0,66,0,1,22.287184,114.147002
